Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate
2019,255,109367,109367,,578-584 Swanston Street CARLTON 3053,Carlton,2007,,3,Hospital/Clinic,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,,144.96409,-37.80321
2019,206,505520,505520,,264 Cardigan Street CARLTON 3053,Carlton,1901,,2,Student Accommodation,Low level of accessibility,All entrances have steps,1,0,,144.96607,-37.79884
2019,610,104356,104356,Alleyn House,72 Gipps Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98724,-37.81287
2019,616,104981,104981,,150 Hotham Street EAST MELBOURNE 3002,East Melbourne,,,2,Office,Low level of accessibility,All entrances have steps,1,0,TRUE,144.98525,-37.81386
2019,268,107861,107861,Cavazzi Terrace,19 Queensberry Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96845,-37.80545
2019,656,100254,100254,,45 Agnes Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97975,-37.81731
2019,44,105958,105958,,378-380 Little Collins Street MELBOURNE 3000,Melbourne (CBD),1986,2006,1,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.96200,-37.81549
2019,225,107204,107204,,116 Palmerston Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97134,-37.79612
2019,607,107694,107694,,10 Powlett Street EAST MELBOURNE 3002,East Melbourne,1890,1990,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,,,144.98572,-37.81603
2019,215,102711,102711,,378 Drummond Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96937,-37.79691
2019,65,109296,109296,,261-263 Swanston Street MELBOURNE 3000,Melbourne (CBD),1910,1986,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96463,-37.81206
2019,649,110699,104369,St Peters Church,453 Albert Street EAST MELBOURNE 3002,East Melbourne,1845,0,1,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,,144.97496,-37.80987
2019,226,108234,108234,,166 Rathdowne Street CARLTON 3053,Carlton,1875,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.97114,-37.79544
2019,2384,617689,617689,,27-31 Racecourse Road NORTH MELBOURNE 3051,North Melbourne,1980,,2,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.94096,-37.78974
2019,602,104540,104540,,60 Grey Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98906,-37.81196
2019,230,531450,531450,,5 Druce Lane CARLTON 3053,Carlton,2011,,2,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,144.97479,-37.79501
2019,602,104870,104870,,1227 Hoddle Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.99056,-37.81187
2019,255,101593,101593,Hotel Lincoln,91-95 Cardigan Street CARLTON 3053,Carlton,1856,2000,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.96451,-37.80449
2019,216,103099,103099,,159 Elgin Street CARLTON 3053,Carlton,1891,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,144.96950,-37.79762
2019,2389,624239,624239,,24 Smyth Mews NORTH MELBOURNE 3051,North Melbourne,2010,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94088,-37.79276
2019,610,104353,104353,Clinton Hall,80-82 Gipps Street EAST MELBOURNE 3002,East Melbourne,,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.98695,-37.81283
2019,6,578325,573333,Yarra Building,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),2002,,5,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96982,-37.81779
2019,773,627715,627715,,36 South Wharf Drive DOCKLANDS 3008,Docklands,2011,,3,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.93913,-37.82261
2019,252,574430,106250,116 Lygon Street,116 Lygon Street CARLTON 3053,Carlton,,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.96670,-37.80444
2019,219,103681,103681,,141-143 Faraday Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96963,-37.79916
2019,208,101653,101653,,346 Cardigan Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96648,-37.79656
2019,260,103268,103268,Common Ground Supportive Housing,660-674 Elizabeth Street MELBOURNE 3000,Carlton,2010,,11,Institutional Accommodation,High level of accessibility,Main Entrance has ramp,3,12,TRUE,144.95850,-37.80279
2019,210,101637,101637,,398 Cardigan Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96682,-37.79494
2019,15,104012,104012,,244-248 Flinders Street MELBOURNE 3000,Melbourne (CBD),1920,1998,5,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96617,-37.81751
2019,608,104949,104949,,89 Hotham Street EAST MELBOURNE 3002,East Melbourne,,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98740,-37.81460
2019,203,109557,109557,,3 Union Place CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96566,-37.79649
2019,225,525268,525268,,70 Palmerston Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97259,-37.79627
2019,254,108038,108038,,106-112 Queensberry Street CARLTON 3053,Carlton,2017,,6,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,40,,144.96541,-37.80453
2019,206,106135,106135,,269 Lygon Street CARLTON 3053,Carlton,1870,,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96689,-37.79916
2019,656,100259,100259,,57-59 Agnes Street EAST MELBOURNE 3002,East Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97980,-37.81702
2019,656,100250,100250,,21-23 Agnes Street EAST MELBOURNE 3002,East Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97967,-37.81783
2019,610,104506,104506,,37 Grey Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98815,-37.81236
2019,203,107132,107132,,4 Painsdale Place CARLTON 3053,Carlton,1901,,1,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.96530,-37.79615
2019,45,109276,109276,,147 Swanston Street MELBOURNE 3000,Melbourne (CBD),1945,1989,3,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96569,-37.81430
2019,305,106538,106538,,30 Melrose Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94217,-37.79439
2019,239,101046,101046,Building 224,167-171 Berkeley Street MELBOURNE 3000,Carlton,1925,,3,Office,Low level of accessibility,All entrances have steps,1,0,,144.95832,-37.80148
2019,219,108169,108169,,263 Rathdowne Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96963,-37.80055
2019,45,101144,101144,Royal Arcade,331-339 Bourke Street MELBOURNE 3000,Melbourne (CBD),1869,2003,3,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96398,-37.81438
2019,2391,617244,617244,,9-21 Buncle Street NORTH MELBOURNE 3051,North Melbourne,1996,,2,House/Townhouse,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.94003,-37.79471
2019,226,517589,517589,,93 Kay Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.97195,-37.79532
2019,215,108202,108202,Clare Castle Hotel,415-421 Rathdowne Street CARLTON 3053,Carlton,1927,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.97043,-37.79652
2019,608,108737,108737,,57 Simpson Street EAST MELBOURNE 3002,East Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98769,-37.81499
2019,606,104104,104104,Kingsley,9-11 Garden Avenue EAST MELBOURNE 3002,East Melbourne,,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.98856,-37.81608
2019,230,106975,106975,,255 Nicholson Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97516,-37.79405
2019,214,103137,103137,,186 Elgin Street CARLTON 3053,Carlton,1866,1980,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96834,-37.79700
2019,236,103667,103667,,53 Faraday Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97305,-37.79952
2019,1012,100550,100550,,189-197 Arden Street NORTH MELBOURNE 3051,North Melbourne,1970,,2,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.94154,-37.80048
2019,307,102891,102891,,434 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94524,-37.79507
2019,255,111516,111516,,9 Kelvin Place CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96433,-37.80385
2019,306,108693,108693,,19-21 Shands Lane NORTH MELBOURNE 3051,North Melbourne,,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.94365,-37.79534
2019,227,105196,105196,,80 Kay Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97225,-37.79486
2019,219,528486,528486,,259 Rathdowne Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96963,-37.80064
2019,231,107226,107226,,48 Palmerston Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97347,-37.79638
2019,1109,632879,632879,,5 Augusta Avenue DOCKLANDS 3008,Docklands,2011,,3,House/Townhouse,,,,,,144.93781,-37.81590
2019,265,101584,101584,George's Terrace,61 Cardigan Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96432,-37.80531
2019,238,597802,597802,,16 Carlton Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Access has not been rated,0,0,,144.97365,-37.80093
2019,25,102081,102081,Merrigold on Collins,241-245 Collins Street MELBOURNE 3000,Melbourne (CBD),1912,1987,6,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.96583,-37.81606
2019,656,100261,100261,,22-36 Agnes Street EAST MELBOURNE 3002,East Melbourne,,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.98031,-37.81777
2019,222,103727,103727,,112 Faraday Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97093,-37.79883
2019,74,105736,105736,P R D House,410-412 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1924,2006,5,Office,Low level of accessibility,All entrances have steps,1,0,,144.96023,-37.81261
2019,308,101765,101765,,28 Carroll Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94609,-37.79548
2019,232,109128,109128,,88 Station Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97458,-37.79556
2019,657,109581,109581,,94 Vale Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98796,-37.81849
